0,AgAsO,6.5351,6.3845,33,2,150.62598731403082
0,AgNbO,4.1694,4.8274,33,33,152.67033938830113
0,AgPO,8.7589,8.5636,33,2,160.58170063934884
0,AgSbO,6.9326,6.823,1,2,148.84282253827539
0,AgTaO,4.3485,5.769,33,33,155.5245134833211
0,AgVO,5.1881,5.0972,3,17,153.63264494403856
0,AuAsO,6.7134,5.7528,1,3,138.040735752413
0,AuNbO,5.0621,5.1618,33,33,149.5500499021079
0,AuPO,8.9904,6.5808,34,4,157.4947798813714
0,AuSbO,7.5919,7.3743,1,2,145.196456785899
0,AuTaO,5.2732,5.6214,33,1,153.6559188587115
0,AuVO,-inf,inf,0,0,147.08382661784404
0,BaGeO,3.9563,3.8591,4,1,179.9766860284095
0,BaHfO,2.3776,5.8799,4,1,179.96419438759514
0,BaSiO,4.7881,6.4728,4,1,179.99507630684846
0,BaSnO,4.233,4.941,4,1,179.94413045315113
0,BaTiO,3.123,4.8226,4,1,179.999621242877
0,BaZrO,3.6428,6.7545,4,1,179.96243127981663
0,BeGeO,4.6628,7.1724,3,1,139.8297178546519
0,BeHfO,2.4512,3.2871,4,1,137.2736124136089
0,BeSiO,-inf,inf,0,0,142.61577018497144
0,BeSnO,4.8052,5.5988,36,1,136.83786818550544
0,BeTiO,3.5865,5.3669,3,1,138.008358011024
0,BeZrO,4.0402,4.8216,4,1,136.56986375444117
0,BiAlO,7.2885,8.7191,3,33,160.60520344993515
0,BiGaO,6.1863,7.3576,36,33,152.94970212410132
0,BiInO,6.0404,6.7741,36,33,142.40894210378906
0,BiTlO,5.8482,6.1605,8,33,135.8270730989985
0,CaGeO,4.8216,6.4669,4,1,156.12895189378514
0,CaHfO,2.5877,6.1636,1,1,147.13429610985565
0,CaSiO,6.4704,10.4202,4,1,172.33205995723992
0,CaSnO,4.6646,6.7428,4,1,146.74369278706092
0,CaTiO,3.5774,5.4478,4,1,153.31092629007128
0,CaZrO,4.0417,7.2301,1,1,145.7672587836345
0,CdGeO,4.2347,5.2895,36,1,150.1943066628809
0,CdHfO,2.0723,3.186,3,1,144.14141401190545
0,CdSiO,5.6833,7.8489,36,1,157.0845025303731
0,CdSnO,4.1144,4.7,3,1,143.46620039296215
0,CdTiO,2.9822,4.7371,3,1,148.52035400527888
0,CdZrO,3.5312,4.62,3,1,143.055537932998
0,CsAsO,2.2622,1.9398,4,1,179.98166931455006
0,CsNbO,2.2647,3.4903,1,1,179.99968947629242
0,CsPO,3.3419,3.3071,4,1,179.97164056026895
0,CsSbO,4.16,4.1211,4,1,179.9959273556236
0,CsTaO,2.5715,4.3524,1,1,179.9927215145139
0,CsVO,2.9844,2.9848,1,1,179.99764885928897
0,CuAsO,6.2582,6.1804,17,2,143.00304659972213
0,CuNbO,4.3865,4.4701,33,33,142.64868639474776
0,CuPO,9.2876,9.1357,33,2,151.30078835984108
0,CuSbO,-inf,inf,0,0,142.14587709082076
0,CuTaO,4.9082,5.2768,33,33,144.58451215425808
0,CuVO,-inf,inf,0,0,161.6046847878783
0,KAsO,3.2624,2.9465,4,5,179.99687421854537
0,KNbO,1.3859,2.8039,4,1,179.9995689542143
0,KPO,3.6739,3.491,4,1,179.98631446521853
0,KSbO,3.8624,3.8669,4,1,172.33049166624178
0,KTaO,1.6583,3.7405,4,1,179.960667213523
0,KVO,2.2348,2.2553,4,1,179.99614284134256
0,LaAlO,8.0922,11.5218,4,1,179.9852410104162
0,LaGaO,6.9136,10.223,4,1,157.63733694137395
0,LaInO,7.0207,9.579,4,1,143.57471678548103
0,LaTlO,6.8985,6.9326,4,1,139.03896860784363
0,LiAsO,4.4033,4.7784,4,1,147.05805743588706
0,LiNbO,1.6214,3.2577,4,1,145.96545859593635
0,LiPO,7.0276,9.0842,4,1,151.6497020209439
0,LiSbO,4.4749,5.528,4,1,144.7167734835225
0,LiTaO,1.8764,4.2295,4,1,147.33776712929264
0,LiVO,2.7756,2.8675,4,1,146.97277124647633
0,MgGeO,4.7197,7.1446,4,1,145.5154783041587
0,MgHfO,2.5564,4.6316,3,1,140.79698402067746
0,MgSiO,6.349,10.7481,4,1,150.37532906767223
0,MgSnO,4.6981,6.2607,36,1,140.45366501361468
0,MgTiO,3.5194,5.464,1,1,143.2407315685804
0,MgZrO,4.089,6.088,4,1,139.98316677422852
0,NaAsO,4.1558,4.1739,4,1,153.72684291789685
0,NaNbO,1.5785,3.1327,4,1,154.77674682273684
0,NaPO,6.5873,7.6011,4,1,160.41678846648577
0,NaSbO,4.3397,5.0514,4,1,150.4055779176308
0,NaTaO,1.8356,4.095,4,1,156.8977414138872
0,NaVO,2.605,2.6134,4,1,161.5674812875413
0,PbGeO,6.8835,6.5754,4,1,179.9948489437243
0,PbHfO,4.6456,6.7629,4,33,158.07841393908987
0,PbSiO,8.7837,10.3426,4,1,179.9982843104709
0,PbSnO,6.5047,8.1198,36,1,156.68009815996908
0,PbTiO,5.814,7.3091,33,1,174.35917280642468
0,PbZrO,5.9719,7.9991,4,33,155.29550475481858
0,RbAsO,2.2812,1.4386,4,1,179.99941109481276
0,RbNbO,1.5382,2.902,4,1,179.98121947627902
0,RbPO,3.1746,3.0415,4,1,179.99929046478624
0,RbSbO,3.784,3.7349,4,1,179.96002406321472
0,RbTaO,1.8129,3.8104,4,1,179.9948180881088
0,RbVO,2.2318,2.3182,4,1,179.99743265679143
0,ScAlO,5.7661,7.9402,4,1,146.52588103133485
0,ScGaO,4.7045,6.8369,17,1,142.25073472167946
0,ScInO,5.2931,6.4772,3,1,135.8276536059516
0,ScTlO,5.4079,5.1013,12,1,118.17183365950648
0,SnGeO,7.8627,7.3474,33,1,170.83560872454092
0,SnHfO,5.4345,6.7016,4,21,153.01657445537433
0,SnSiO,9.8752,10.9764,4,1,179.99112492585755
0,SnTiO,6.7645,7.3739,33,1,161.56031954517704
0,SnZrO,6.769,7.9769,4,33,150.77217566025482
0,SrGeO,4.4978,4.8063,4,1,65.06655867404739
0,SrHfO,2.3192,5.9537,4,1,156.3773765775752
0,SrSiO,5.7399,8.6296,4,1,179.9911984751335
0,SrSnO,4.3109,5.9818,4,1,155.30151218570091
0,SrTiO,3.3576,5.1459,4,1,176.76229888077134
0,SrZrO,3.6649,6.8971,4,1,153.91543149535607
0,YAlO,5.3298,8.4666,4,1,154.79925082935122
0,YGaO,4.2404,7.4771,1,1,148.28614197886827
0,YInO,5.0186,7.0973,4,1,139.42873844828912
0,YTlO,4.9526,4.8948,4,1,134.52927952438787
0,ZnGeO,-inf,inf,0,0,144.31172790992812
0,ZnHfO,2.0924,2.6677,3,1,139.8950141935335
0,ZnSiO,-inf,inf,0,0,158.9743675972508
0,ZnSnO,4.2967,4.6592,36,1,139.53688467443078
0,ZnTiO,3.1067,4.4644,3,1,142.0960880390267
0,ZnZrO,3.6167,4.1588,3,1,139.10282218432138
