0,AgAsO,5.9396,4.1687,10,1
0,AgNbO,3.2262,4.5296,10,4
0,AgPO,8.2942,6.2064,4,1
0,AgSbO,6.0199,4.7495,10,1
0,AgTaO,3.5531,5.1614,10,1
0,AgVO,4.7158,4.6179,10,4
0,AuAsO,6.4187,4.5476,4,1
0,AuNbO,3.7445,3.4915,4,1
0,AuPO,8.7541,6.4496,4,1
0,AuSbO,6.506,5.0709,10,1
0,AuTaO,4.1095,3.8208,4,1
0,AuVO,5.2395,4.9728,4,3
0,BaGeO,3.9525,3.6454,20,1
0,BaHfO,2.3775,5.88,20,1
0,BaSiO,4.9462,6.3489,20,1
0,BaSnO,4.2316,4.939,20,1
0,BaTiO,3.123,4.823,20,1
0,BaZrO,3.6426,6.7544,20,1
0,BeGeO,4.6384,4.5299,20,1
0,BeHfO,1.5824,1.1975,20,1
0,BeSiO,6.475,6.7314,20,1
0,BeSnO,3.9098,3.3804,20,1
0,BeTiO,2.9779,2.7445,20,1
0,BeZrO,2.9524,2.606,20,1
0,BiAlO,7.3624,8.879,10,4
0,BiGaO,6.2059,7.4693,10,4
0,BiInO,6.2741,6.2045,20,4
0,BiTlO,6.215,5.1998,20,4
0,CaGeO,5.0317,5.8918,20,1
0,CaHfO,2.5183,6.1523,20,1
0,CaSiO,6.5093,10.3943,20,1
0,CaSnO,4.667,6.348,20,1
0,CaTiO,3.6806,5.514,20,1
0,CaZrO,3.8529,7.1351,20,1
0,CdGeO,4.4476,4.4816,10,1
0,CdHfO,1.8284,1.4152,10,1
0,CdSiO,5.8849,6.4167,10,1
0,CdSnO,4.0185,3.5708,10,1
0,CdTiO,3.0365,2.9915,10,1
0,CdZrO,3.1592,2.7814,10,1
0,CsAsO,3.5485,3.3609,1,3
0,CsNbO,2.264,3.4899,1,1
0,CsPO,5.0526,4.7524,1,3
0,CsSbO,4.1669,4.1293,20,1
0,CsTaO,2.5707,4.3518,1,1
0,CsVO,3.1071,3.1215,1,2
0,CuAsO,5.5939,4.8927,4,1
0,CuNbO,3.0867,3.3874,4,1
0,CuPO,8.5078,7.5428,4,1
0,CuSbO,5.9742,5.5286,10,1
0,CuTaO,3.4827,3.7058,4,1
0,CuVO,4.0456,3.8924,4,3
0,KAsO,3.1917,2.2758,20,1
0,KNbO,1.3847,2.8032,20,1
0,KPO,5.3017,4.3907,20,1
0,KSbO,3.8777,2.831,20,1
0,KTaO,1.6577,3.7402,20,1
0,KVO,2.2436,2.2488,20,1
0,LaAlO,8.0912,11.5211,20,1
0,LaGaO,7.0402,10.3674,20,1
0,LaInO,7.492,9.4332,20,1
0,LaTlO,7.4996,7.048,20,1
0,LiAsO,4.0901,2.64,20,1
0,LiNbO,1.3052,2.8633,20,1
0,LiPO,6.9306,7.0135,20,1
0,LiSbO,4.0514,3.5524,20,1
0,LiTaO,1.5747,3.8605,20,1
0,LiVO,2.4684,2.4623,20,1
0,MgGeO,4.8354,6.0877,20,1
0,MgHfO,2.0486,2.9047,20,1
0,MgSiO,6.5,9.0128,20,1
0,MgSnO,4.2895,5.2527,20,1
0,MgTiO,3.3207,4.9895,20,1
0,MgZrO,3.4089,4.1679,20,1
0,NaAsO,3.8768,2.5093,20,1
0,NaNbO,1.4383,2.9587,20,1
0,NaPO,6.688,6.1767,20,1
0,NaSbO,4.1219,3.3568,20,1
0,NaTaO,1.7145,3.9494,20,1
0,NaVO,2.5494,2.5443,20,1
0,PbGeO,6.877,6.4976,4,1
0,PbHfO,4.1815,6.5767,4,4
0,PbSiO,8.7792,10.3427,4,1
0,PbSnO,6.2049,7.585,10,1
0,PbTiO,5.7864,7.3173,4,1
0,PbZrO,5.3954,7.726,10,4
0,RbAsO,2.9808,2.4303,20,2
0,RbNbO,1.5375,2.9017,20,1
0,RbPO,4.536,4.2027,20,2
0,RbSbO,3.7918,3.0686,20,1
0,RbTaO,1.8129,3.8109,20,1
0,RbVO,2.2508,2.3182,20,1
0,ScAlO,6.1136,7.5505,20,1
0,ScGaO,4.8131,6.1892,20,1
0,ScInO,5.1658,5.2338,20,1
0,ScTlO,5.0951,4.5421,10,1
0,SnGeO,7.756,6.9126,4,1
0,SnHfO,4.6312,6.3308,4,4
0,SnSiO,9.8701,10.9757,4,1
0,SnSnO,6.5532,7.8053,4,1
0,SnTiO,6.4428,7.3964,4,1
0,SnZrO,5.8022,7.4906,4,4
0,SrGeO,4.5089,4.7016,20,1
0,SrHfO,2.3824,6.0717,20,1
0,SrSiO,5.74,8.6307,20,1
0,SrSnO,4.4186,5.7387,20,1
0,SrTiO,3.3614,5.15,20,1
0,SrZrO,3.6937,6.9822,20,1
0,YAlO,5.732,8.5361,20,1
0,YGaO,4.6728,7.4017,20,1
0,YInO,5.3356,6.7019,20,1
0,YTlO,5.4756,4.81,20,1
0,ZnGeO,4.3895,3.691,10,1
0,ZnHfO,1.4521,1.0626,10,1
0,ZnSiO,6.0316,5.6964,10,1
0,ZnSnO,3.7644,2.6895,10,1
0,ZnTiO,2.809,2.2036,10,1
0,ZnZrO,2.7975,2.4405,10,1
